,index,year,month,categories,problem_type_1,count
1408,1408,2014,8,CriminalBehaviour,Physical/Verbal Agression,42
1409,1409,2014,8,CriminalBehaviour,Robbery,217
1410,1410,2014,8,CriminalBehaviour,Theft,47
1411,1411,2014,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1412,1412,2014,9,CriminalBehaviour,Agression,31
1413,1413,2014,9,CriminalBehaviour,Break-in,103
1414,1414,2014,9,CriminalBehaviour,Child grooming/enticement,1
1415,1415,2014,9,CriminalBehaviour,Corporal injury,3
1416,1416,2014,9,CriminalBehaviour,Fishing in Prohibited Places,6
1417,1417,2014,9,CriminalBehaviour,Gunshot,13
1418,1418,2014,9,CriminalBehaviour,Illegal possession,3
1419,1419,2014,9,CriminalBehaviour,Illitcit Substance,122
1420,1420,2014,9,CriminalBehaviour,Misuse of transport card,2
1421,1421,2014,9,CriminalBehaviour,Murder,1
1422,1422,2014,9,CriminalBehaviour,Obscene/libelous acts,17
1423,1423,2014,9,CriminalBehaviour,Physical/Verbal Agression,36
1424,1424,2014,9,CriminalBehaviour,Possession of explosive device,1
1425,1425,2014,9,CriminalBehaviour,Robbery,206
1426,1426,2014,9,CriminalBehaviour,Theft,42
1427,1427,2014,10,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
1428,1428,2014,10,CriminalBehaviour,Agression,56
1429,1429,2014,10,CriminalBehaviour,Break-in,79
1430,1430,2014,10,CriminalBehaviour,Corporal injury,8
1431,1431,2014,10,CriminalBehaviour,Crime against individual liberty,1
1432,1432,2014,10,CriminalBehaviour,False money,1
1433,1433,2014,10,CriminalBehaviour,Fishing in Prohibited Places,3
1434,1434,2014,10,CriminalBehaviour,Fraud (monetary),1
1435,1435,2014,10,CriminalBehaviour,Gang-sacking/pillaging,1
1436,1436,2014,10,CriminalBehaviour,Gunshot,15
1437,1437,2014,10,CriminalBehaviour,Illegal possession,2
1438,1438,2014,10,CriminalBehaviour,Illitcit Substance,114
1439,1439,2014,10,CriminalBehaviour,Kidnapping and imprisonment,2
1440,1440,2014,10,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
1441,1441,2014,10,CriminalBehaviour,Maltreatment,1
1442,1442,2014,10,CriminalBehaviour,Misuse of transport card,3
1443,1443,2014,10,CriminalBehaviour,Murder,1
1444,1444,2014,10,CriminalBehaviour,Obscene/libelous acts,17
1445,1445,2014,10,CriminalBehaviour,Physical/Verbal Agression,56
1446,1446,2014,10,CriminalBehaviour,Racism,1
1447,1447,2014,10,CriminalBehaviour,Rape,1
1448,1448,2014,10,CriminalBehaviour,Robbery,234
1449,1449,2014,10,CriminalBehaviour,Sexual harassment,4
1450,1450,2014,10,CriminalBehaviour,Theft,55
1451,1451,2014,10,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
1452,1452,2014,11,CriminalBehaviour,Agression,44
1453,1453,2014,11,CriminalBehaviour,Break-in,89
1454,1454,2014,11,CriminalBehaviour,Child grooming/enticement,1
1455,1455,2014,11,CriminalBehaviour,Corporal injury,6
1456,1456,2014,11,CriminalBehaviour,False Identity,1
1457,1457,2014,11,CriminalBehaviour,False money,2
1458,1458,2014,11,CriminalBehaviour,Fishing in Prohibited Places,8
1459,1459,2014,11,CriminalBehaviour,Fraud (monetary),1
1460,1460,2014,11,CriminalBehaviour,Gang-sacking/pillaging,2
1461,1461,2014,11,CriminalBehaviour,Gunshot,17
1462,1462,2014,11,CriminalBehaviour,Illegal possession,2
1463,1463,2014,11,CriminalBehaviour,Illitcit Substance,116
1464,1464,2014,11,CriminalBehaviour,Irregular Construction,1
1465,1465,2014,11,CriminalBehaviour,Maltreatment,1
1466,1466,2014,11,CriminalBehaviour,Misuse of transport card,3
1467,1467,2014,11,CriminalBehaviour,Obscene/libelous acts,7
1468,1468,2014,11,CriminalBehaviour,Physical/Verbal Agression,30
1469,1469,2014,11,CriminalBehaviour,Rape,1
1470,1470,2014,11,CriminalBehaviour,Robbery,169
1471,1471,2014,11,CriminalBehaviour,Sexual harassment,4
1472,1472,2014,11,CriminalBehaviour,Theft,46
1473,1473,2014,11,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
1474,1474,2014,12,CriminalBehaviour,Agression,25
1475,1475,2014,12,CriminalBehaviour,Break-in,92
1476,1476,2014,12,CriminalBehaviour,Corporal injury,8
1477,1477,2014,12,CriminalBehaviour,Crime against individual liberty,1
1478,1478,2014,12,CriminalBehaviour,Environmental crime,1
1479,1479,2014,12,CriminalBehaviour,Extortion,2
1480,1480,2014,12,CriminalBehaviour,False money,1
1481,1481,2014,12,CriminalBehaviour,Fishing in Prohibited Places,13
1482,1482,2014,12,CriminalBehaviour,Fraud (monetary),2
1483,1483,2014,12,CriminalBehaviour,Gambling,1
1484,1484,2014,12,CriminalBehaviour,Gang-sacking/pillaging,3
1485,1485,2014,12,CriminalBehaviour,Gunshot,13
1486,1486,2014,12,CriminalBehaviour,Illegal possession,4
1487,1487,2014,12,CriminalBehaviour,Illitcit Substance,85
1488,1488,2014,12,CriminalBehaviour,Misuse of transport card,2
1489,1489,2014,12,CriminalBehaviour,Murder,1
1490,1490,2014,12,CriminalBehaviour,Obscene/libelous acts,18
1491,1491,2014,12,CriminalBehaviour,Physical/Verbal Agression,45
1492,1492,2014,12,CriminalBehaviour,Robbery,205
1493,1493,2014,12,CriminalBehaviour,Sexual harassment,3
1494,1494,2014,12,CriminalBehaviour,Theft,56
1495,1495,2015,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1496,1496,2015,1,CriminalBehaviour,Abuse of incapacitated persons,1
1497,1497,2015,1,CriminalBehaviour,Agression,32
1498,1498,2015,1,CriminalBehaviour,Break-in,146
1499,1499,2015,1,CriminalBehaviour,Corporal injury,11
1500,1500,2015,1,CriminalBehaviour,Crime against individual liberty,2
1501,1501,2015,1,CriminalBehaviour,Extortion,5
1502,1502,2015,1,CriminalBehaviour,Fishing in Prohibited Places,18
1503,1503,2015,1,CriminalBehaviour,Gang-sacking/pillaging,1
1504,1504,2015,1,CriminalBehaviour,Gunshot,10
1505,1505,2015,1,CriminalBehaviour,Illegal possession,6
1506,1506,2015,1,CriminalBehaviour,Illitcit Substance,110
1507,1507,2015,1,CriminalBehaviour,Irregular Construction,1
1508,1508,2015,1,CriminalBehaviour,Kidnapping and imprisonment,1
1509,1509,2015,1,CriminalBehaviour,Misuse of transport card,1
1510,1510,2015,1,CriminalBehaviour,Murder,1
1511,1511,2015,1,CriminalBehaviour,Obscene/libelous acts,8
1512,1512,2015,1,CriminalBehaviour,Physical/Verbal Agression,45
1513,1513,2015,1,CriminalBehaviour,Rape,2
1514,1514,2015,1,CriminalBehaviour,Robbery,193
1515,1515,2015,1,CriminalBehaviour,Sexual harassment,3
1516,1516,2015,1,CriminalBehaviour,Theft,47
1517,1517,2015,2,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1518,1518,2015,2,CriminalBehaviour,Agression,31
1519,1519,2015,2,CriminalBehaviour,Break-in,103
1520,1520,2015,2,CriminalBehaviour,Corporal injury,9
1521,1521,2015,2,CriminalBehaviour,Crime against individual liberty,1
1522,1522,2015,2,CriminalBehaviour,Environmental crime,3
1523,1523,2015,2,CriminalBehaviour,Extortion,1
1524,1524,2015,2,CriminalBehaviour,Fishing in Prohibited Places,19
1525,1525,2015,2,CriminalBehaviour,Gunshot,9
1526,1526,2015,2,CriminalBehaviour,Illegal possession,3
1527,1527,2015,2,CriminalBehaviour,Illitcit Substance,90
1528,1528,2015,2,CriminalBehaviour,Misuse of transport card,5
1529,1529,2015,2,CriminalBehaviour,Murder,1
1530,1530,2015,2,CriminalBehaviour,Obscene/libelous acts,6
1531,1531,2015,2,CriminalBehaviour,Physical/Verbal Agression,33
1532,1532,2015,2,CriminalBehaviour,Racism,1
1533,1533,2015,2,CriminalBehaviour,Robbery,206
1534,1534,2015,2,CriminalBehaviour,Sexual harassment,4
1535,1535,2015,2,CriminalBehaviour,Theft,40
1536,1536,2015,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1537,1537,2015,3,CriminalBehaviour,Abuse of incapacitated persons,1
1538,1538,2015,3,CriminalBehaviour,Agression,40
1539,1539,2015,3,CriminalBehaviour,Break-in,120
1540,1540,2015,3,CriminalBehaviour,Child grooming/enticement,1
1541,1541,2015,3,CriminalBehaviour,Corporal injury,8
1542,1542,2015,3,CriminalBehaviour,Defamation,1
1543,1543,2015,3,CriminalBehaviour,Environmental crime,3
1544,1544,2015,3,CriminalBehaviour,False Identity,2
1545,1545,2015,3,CriminalBehaviour,Fishing in Prohibited Places,5
1546,1546,2015,3,CriminalBehaviour,Fraud (monetary),2
1547,1547,2015,3,CriminalBehaviour,Gang-sacking/pillaging,1
1548,1548,2015,3,CriminalBehaviour,Gunshot,9
1549,1549,2015,3,CriminalBehaviour,Illegal possession,4
1550,1550,2015,3,CriminalBehaviour,Illitcit Substance,123
1551,1551,2015,3,CriminalBehaviour,Kidnapping and imprisonment,1
1552,1552,2015,3,CriminalBehaviour,Misuse of transport card,2
1553,1553,2015,3,CriminalBehaviour,Obscene/libelous acts,9
1554,1554,2015,3,CriminalBehaviour,Physical/Verbal Agression,52
1555,1555,2015,3,CriminalBehaviour,Possession of explosive device,1
1556,1556,2015,3,CriminalBehaviour,Rape,1
1557,1557,2015,3,CriminalBehaviour,Robbery,239
1558,1558,2015,3,CriminalBehaviour,Sexual harassment,6
1559,1559,2015,3,CriminalBehaviour,Theft,39
1560,1560,2015,3,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
1561,1561,2015,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1562,1562,2015,4,CriminalBehaviour,Abuse of incapacitated persons,1
1563,1563,2015,4,CriminalBehaviour,Agression,40
1564,1564,2015,4,CriminalBehaviour,Break-in,143
1565,1565,2015,4,CriminalBehaviour,Corporal injury,9
1566,1566,2015,4,CriminalBehaviour,Crime against individual liberty,1
1567,1567,2015,4,CriminalBehaviour,Environmental crime,2
1568,1568,2015,4,CriminalBehaviour,Extortion,1
1569,1569,2015,4,CriminalBehaviour,Fishing in Prohibited Places,8
1570,1570,2015,4,CriminalBehaviour,Gang-sacking/pillaging,4
1571,1571,2015,4,CriminalBehaviour,Gunshot,18
1572,1572,2015,4,CriminalBehaviour,Illegal possession,2
1573,1573,2015,4,CriminalBehaviour,Illitcit Substance,140
1574,1574,2015,4,CriminalBehaviour,Misuse of transport card,5
1575,1575,2015,4,CriminalBehaviour,Murder,1
1576,1576,2015,4,CriminalBehaviour,Obscene/libelous acts,14
1577,1577,2015,4,CriminalBehaviour,Physical/Verbal Agression,48
1578,1578,2015,4,CriminalBehaviour,Possession of explosive device,1
1579,1579,2015,4,CriminalBehaviour,Rape,1
1580,1580,2015,4,CriminalBehaviour,Robbery,210
1581,1581,2015,4,CriminalBehaviour,Sexual harassment,7
1582,1582,2015,4,CriminalBehaviour,Theft,55
1583,1583,2015,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1584,1584,2015,5,CriminalBehaviour,Agression,37
1585,1585,2015,5,CriminalBehaviour,Break-in,114
1586,1586,2015,5,CriminalBehaviour,Child grooming/enticement,1
1587,1587,2015,5,CriminalBehaviour,Corporal injury,19
1588,1588,2015,5,CriminalBehaviour,Environmental crime,4
1589,1589,2015,5,CriminalBehaviour,False Identity,1
1590,1590,2015,5,CriminalBehaviour,Fishing in Prohibited Places,2
1591,1591,2015,5,CriminalBehaviour,Fraud (monetary),1
1592,1592,2015,5,CriminalBehaviour,Gambling,1
1593,1593,2015,5,CriminalBehaviour,Gang-sacking/pillaging,3
1594,1594,2015,5,CriminalBehaviour,Gunshot,17
1595,1595,2015,5,CriminalBehaviour,Illegal possession,5
1596,1596,2015,5,CriminalBehaviour,Illitcit Substance,161
1597,1597,2015,5,CriminalBehaviour,Kidnapping and imprisonment,2
1598,1598,2015,5,CriminalBehaviour,Misuse of transport card,6
1599,1599,2015,5,CriminalBehaviour,Murder,1
1600,1600,2015,5,CriminalBehaviour,Obscene/libelous acts,11
1601,1601,2015,5,CriminalBehaviour,Physical/Verbal Agression,40
1602,1602,2015,5,CriminalBehaviour,Possession of explosive device,1
1603,1603,2015,5,CriminalBehaviour,Rape,2
1604,1604,2015,5,CriminalBehaviour,Robbery,241
1605,1605,2015,5,CriminalBehaviour,Sexual harassment,8
1606,1606,2015,5,CriminalBehaviour,Theft,47
1607,1607,2015,5,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
1608,1608,2015,6,CriminalBehaviour,Agression,35
1609,1609,2015,6,CriminalBehaviour,Break-in,102
1610,1610,2015,6,CriminalBehaviour,Corporal injury,7
1611,1611,2015,6,CriminalBehaviour,Crime against corpses,1
1612,1612,2015,6,CriminalBehaviour,Environmental crime,3
1613,1613,2015,6,CriminalBehaviour,False money,2
1614,1614,2015,6,CriminalBehaviour,Fishing in Prohibited Places,4
1615,1615,2015,6,CriminalBehaviour,Gambling,1
1616,1616,2015,6,CriminalBehaviour,Gang-sacking/pillaging,5
1617,1617,2015,6,CriminalBehaviour,Gunshot,11
1618,1618,2015,6,CriminalBehaviour,Illegal possession,6
1619,1619,2015,6,CriminalBehaviour,Illitcit Substance,153
1620,1620,2015,6,CriminalBehaviour,Kidnapping and imprisonment,1
1621,1621,2015,6,CriminalBehaviour,Maltreatment,1
1622,1622,2015,6,CriminalBehaviour,Misuse of transport card,4
1623,1623,2015,6,CriminalBehaviour,Obscene/libelous acts,10
1624,1624,2015,6,CriminalBehaviour,Physical/Verbal Agression,37
1625,1625,2015,6,CriminalBehaviour,Racism,1
1626,1626,2015,6,CriminalBehaviour,Robbery,217
1627,1627,2015,6,CriminalBehaviour,Sexual harassment,3
1628,1628,2015,6,CriminalBehaviour,Theft,50
1629,1629,2015,6,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
1630,1630,2015,7,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
1631,1631,2015,7,CriminalBehaviour,Agression,44
1632,1632,2015,7,CriminalBehaviour,Break-in,134
1633,1633,2015,7,CriminalBehaviour,Corporal injury,9
1634,1634,2015,7,CriminalBehaviour,Crime against individual liberty,1
1635,1635,2015,7,CriminalBehaviour,Environmental crime,2
1636,1636,2015,7,CriminalBehaviour,Exploitation of minors,1
1637,1637,2015,7,CriminalBehaviour,Extortion,2
1638,1638,2015,7,CriminalBehaviour,Fishing in Prohibited Places,4
1639,1639,2015,7,CriminalBehaviour,Fraud (monetary),1
1640,1640,2015,7,CriminalBehaviour,Gang-sacking/pillaging,12
1641,1641,2015,7,CriminalBehaviour,Gunshot,8
1642,1642,2015,7,CriminalBehaviour,Illegal possession,7
1643,1643,2015,7,CriminalBehaviour,Illitcit Substance,137
1644,1644,2015,7,CriminalBehaviour,Irregular Construction,1
1645,1645,2015,7,CriminalBehaviour,Kidnapping and imprisonment,1
1646,1646,2015,7,CriminalBehaviour,Misuse of transport card,10
1647,1647,2015,7,CriminalBehaviour,Murder,2
1648,1648,2015,7,CriminalBehaviour,Obscene/libelous acts,11
1649,1649,2015,7,CriminalBehaviour,Physical/Verbal Agression,34
1650,1650,2015,7,CriminalBehaviour,Rape,2
1651,1651,2015,7,CriminalBehaviour,Robbery,217
1652,1652,2015,7,CriminalBehaviour,Sexual harassment,9
1653,1653,2015,7,CriminalBehaviour,Theft,58
1654,1654,2015,8,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
1655,1655,2015,8,CriminalBehaviour,Agression,44
1656,1656,2015,8,CriminalBehaviour,Break-in,108
1657,1657,2015,8,CriminalBehaviour,Corporal injury,12
1658,1658,2015,8,CriminalBehaviour,Crime against individual liberty,1
1659,1659,2015,8,CriminalBehaviour,Environmental crime,2
1660,1660,2015,8,CriminalBehaviour,Extortion,1
1661,1661,2015,8,CriminalBehaviour,Fishing in Prohibited Places,5
1662,1662,2015,8,CriminalBehaviour,Fraud (monetary),2
1663,1663,2015,8,CriminalBehaviour,Gang-sacking/pillaging,9
1664,1664,2015,8,CriminalBehaviour,Gunshot,39
1665,1665,2015,8,CriminalBehaviour,Illegal possession,3
1666,1666,2015,8,CriminalBehaviour,Illitcit Substance,190
1667,1667,2015,8,CriminalBehaviour,Irregular Construction,1
1668,1668,2015,8,CriminalBehaviour,Irregular landfill,1
1669,1669,2015,8,CriminalBehaviour,Kidnapping and imprisonment,1
1670,1670,2015,8,CriminalBehaviour,Maltreatment,1
1671,1671,2015,8,CriminalBehaviour,Misuse of transport card,2
1672,1672,2015,8,CriminalBehaviour,Murder,1
1673,1673,2015,8,CriminalBehaviour,Obscene/libelous acts,24
1674,1674,2015,8,CriminalBehaviour,Physical/Verbal Agression,59
1675,1675,2015,8,CriminalBehaviour,Rape,1
1676,1676,2015,8,CriminalBehaviour,Robbery,222
1677,1677,2015,8,CriminalBehaviour,Sexual harassment,7
1678,1678,2015,8,CriminalBehaviour,Theft,61
1679,1679,2015,8,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",2
1680,1680,2015,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,4
1681,1681,2015,9,CriminalBehaviour,Agression,45
1682,1682,2015,9,CriminalBehaviour,Break-in,124
1683,1683,2015,9,CriminalBehaviour,Child grooming/enticement,2
1684,1684,2015,9,CriminalBehaviour,Corporal injury,7
1685,1685,2015,9,CriminalBehaviour,Crime against individual liberty,1
1686,1686,2015,9,CriminalBehaviour,Environmental crime,2
1687,1687,2015,9,CriminalBehaviour,Extortion,1
1688,1688,2015,9,CriminalBehaviour,False Identity,1
1689,1689,2015,9,CriminalBehaviour,False money,2
1690,1690,2015,9,CriminalBehaviour,Fishing in Prohibited Places,9
1691,1691,2015,9,CriminalBehaviour,Fraud (monetary),1
1692,1692,2015,9,CriminalBehaviour,Gambling,1
1693,1693,2015,9,CriminalBehaviour,Gang-sacking/pillaging,3
1694,1694,2015,9,CriminalBehaviour,Gunshot,26
1695,1695,2015,9,CriminalBehaviour,Illegal possession,3
1696,1696,2015,9,CriminalBehaviour,Illitcit Substance,153
1697,1697,2015,9,CriminalBehaviour,Kidnapping and imprisonment,1
1698,1698,2015,9,CriminalBehaviour,Maltreatment,1
1699,1699,2015,9,CriminalBehaviour,Misuse of transport card,6
1700,1700,2015,9,CriminalBehaviour,Obscene/libelous acts,16
1701,1701,2015,9,CriminalBehaviour,Physical/Verbal Agression,53
1702,1702,2015,9,CriminalBehaviour,Prohibited sale of specific products to minors,1
1703,1703,2015,9,CriminalBehaviour,Racism,2
1704,1704,2015,9,CriminalBehaviour,Robbery,270
1705,1705,2015,9,CriminalBehaviour,Sexual harassment,5
1706,1706,2015,9,CriminalBehaviour,Theft,44
1707,1707,2015,10,CriminalBehaviour,Abuse of incapacitated persons,1
1708,1708,2015,10,CriminalBehaviour,Agression,31
1709,1709,2015,10,CriminalBehaviour,Break-in,136
1710,1710,2015,10,CriminalBehaviour,Child grooming/enticement,1
1711,1711,2015,10,CriminalBehaviour,Corporal injury,9
1712,1712,2015,10,CriminalBehaviour,Environmental crime,3
1713,1713,2015,10,CriminalBehaviour,Exploitation of minors,1
1714,1714,2015,10,CriminalBehaviour,Fishing in Prohibited Places,9
1715,1715,2015,10,CriminalBehaviour,Gang-sacking/pillaging,5
1716,1716,2015,10,CriminalBehaviour,Gunshot,9
1717,1717,2015,10,CriminalBehaviour,Illegal possession,4
1718,1718,2015,10,CriminalBehaviour,Illitcit Substance,162
1719,1719,2015,10,CriminalBehaviour,Kidnapping and imprisonment,1
1720,1720,2015,10,CriminalBehaviour,Maltreatment,1
1721,1721,2015,10,CriminalBehaviour,Misuse of transport card,3
1722,1722,2015,10,CriminalBehaviour,Murder,2
1723,1723,2015,10,CriminalBehaviour,Obscene/libelous acts,11
1724,1724,2015,10,CriminalBehaviour,Physical/Verbal Agression,63
1725,1725,2015,10,CriminalBehaviour,Rape,1
1726,1726,2015,10,CriminalBehaviour,Robbery,230
1727,1727,2015,10,CriminalBehaviour,Sexual harassment,14
1728,1728,2015,10,CriminalBehaviour,Smuggling/contraband,1
1729,1729,2015,10,CriminalBehaviour,Theft,50
1730,1730,2015,10,CriminalBehaviour,Violation of graves,1
1731,1731,2015,11,CriminalBehaviour,Abuse of incapacitated persons,1
1732,1732,2015,11,CriminalBehaviour,Agression,33
1733,1733,2015,11,CriminalBehaviour,Break-in,123
1734,1734,2015,11,CriminalBehaviour,Corporal injury,9
1735,1735,2015,11,CriminalBehaviour,Environmental crime,1
1736,1736,2015,11,CriminalBehaviour,Extortion,1
1737,1737,2015,11,CriminalBehaviour,False money,1
1738,1738,2015,11,CriminalBehaviour,Fishing in Prohibited Places,6
1739,1739,2015,11,CriminalBehaviour,Fraud (monetary),1
1740,1740,2015,11,CriminalBehaviour,Gambling,1
1741,1741,2015,11,CriminalBehaviour,Gang-sacking/pillaging,2
1742,1742,2015,11,CriminalBehaviour,Gunshot,13
1743,1743,2015,11,CriminalBehaviour,Illegal possession,2
1744,1744,2015,11,CriminalBehaviour,Illitcit Substance,106
1745,1745,2015,11,CriminalBehaviour,Irregular Construction,2
1746,1746,2015,11,CriminalBehaviour,Maltreatment,1
1747,1747,2015,11,CriminalBehaviour,Misuse of transport card,4
1748,1748,2015,11,CriminalBehaviour,Obscene/libelous acts,12
1749,1749,2015,11,CriminalBehaviour,Physical/Verbal Agression,43
1750,1750,2015,11,CriminalBehaviour,Rape,1
1751,1751,2015,11,CriminalBehaviour,Robbery,225
1752,1752,2015,11,CriminalBehaviour,Sexual harassment,7
1753,1753,2015,11,CriminalBehaviour,Theft,45
1754,1754,2015,12,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
